;index;transaction_id;description;Amount;category;date;month;customer_id;type;In_or_Out;bank_to;bank_from;transac_prob;description_prob;priority;home_bank;customer_prob;is_scam_transaction;fraud_type;case_id;interbank;day_of_month;weight_bank;weight_priority;weight_category;weight_day;transac_prob_weight;description_prob_weight;customer_prob_weight;prediction;to_investigate;chosen;cash_inv;ext_investigator;net_gain
363;361330;475563;Home Hospice Care - End-of-Life Care;203.17;Healthcare;2024-12-31;December;14727;spending;paid_out;bank_D;bank_A;0.59;0.5;3;bank_A;0.43;0.0;;;1;31;1.5635019273921968e-09;2.1626832798048924e-09;0.0034360632906041853;0.0005317143595208686;6.732243551146098e-10;0.005153904512519866;0.0015817033681870148;0.0107;0.0;-0.0;0.0;0.0;0.0
364;361331;475565;Beauty products from Sallys;14.09;Personal care;2024-12-31;December;14819;spending;paid_out;bank_D;bank_C;0.27;0.66;1;bank_C;0.48;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;3.346816383700704e-08;0.0005317143595208686;3.0808572183210965e-10;0.006803153956526223;0.0017656223644878304;0.0091;0.0;-0.0;0.0;0.0;0.0
365;361332;475566;Gas Station - Fuel Purchase;43.37;Transportation;2024-12-31;December;14840;spending;paid_out;bank_D;bank_E;0.41;0.33;1;bank_E;0.28;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;6.67111450066398e-09;0.0005317143595208686;4.678338738932034e-10;0.0034015769782631115;0.0010299463792845678;0.005;0.0;-0.0;0.0;0.0;0.0
366;361333;475567;Credit Card Payment - Visa **** 7890;86.22;Credit Card Payment;2024-12-31;December;14840;spending;paid_out;Intrnl;bank_E;0.45;0.47;4;bank_E;0.28;0.0;;;0;31;4.461238324197369e-08;0.021451392157485955;4.158424766910558e-09;0.0005317143595208686;5.13476203053516e-10;0.004844670241768673;0.0010299463792845678;0.0279;0.0;-0.0;-0.0;-0.0;0.0
367;361334;475569;Restaurant Lunch - Business Meeting;77.64;Dining Out;2024-12-31;December;14901;spending;paid_out;bank_B;bank_E;0.47;0.55;1;bank_E;0.45;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;5.362973676336723e-10;0.005669294963771853;0.001655270966707341;0.0079;0.0;-0.0;0.0;0.0;0.0
368;361335;475570;Credit Card Payment - Mastercard **** 6789;146.03;Credit Card Payment;2024-12-31;December;14951;spending;paid_out;bank_B;bank_A;0.63;0.39;2;bank_A;0.89;0.0;;;1;31;1.5635019273921968e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;7.188666842749225e-10;0.004020045519765495;0.003273758134154519;0.0078;0.0;-0.0;0.0;0.0;0.0
369;361336;475571;Car Loan Payment - Auto Finance Inc.;301.06;Loan Payment;2024-12-31;December;14952;spending;paid_out;bank_D;bank_A;0.57;0.15;3;bank_A;0.69;0.0;;;1;31;1.5635019273921968e-09;2.1626832798048924e-09;0.0014869299935781682;0.0005317143595208686;6.504031905344536e-10;0.0015461713537559597;0.002538082148951256;0.0061;0.0;-0.0;0.0;0.0;0.0
370;361337;475574;Sainsbury's;43.34;Groceries;2024-12-31;December;15004;spending;paid_out;bank_B;bank_B;0.34;0.38;1;bank_B;0.86;0.0;;;0;31;3.340206885552361e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;3.8795979786265656e-10;0.003916967429515098;0.0031634067363740296;0.0076;0.0;-0.0;-0.0;-0.0;0.0
371;361338;475575;Online Retailer - Clothing Purchase;85.36;Online Shopping;2024-12-31;December;15009;spending;paid_out;bank_D;bank_D;0.41;0.25;2;bank_D;0.39;0.0;;;0;31;4.011498757672601e-09;1.948926352415131e-09;4.974510226048939e-09;0.0005317143595208686;4.678338738932034e-10;0.002576952256259933;0.0014345681711463623;0.0045;0.0;-0.0;-0.0;-0.0;0.0
372;361339;475576;Giant Food;46.95;Groceries;2024-12-31;December;15009;spending;paid_out;bank_B;bank_D;0.52;0.1;1;bank_D;0.39;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.933502790840629e-10;0.0010307809025039733;0.0014345681711463623;0.003;0.0;-0.0;0.0;0.0;0.0
373;361340;475577;SuperValu;32.49;Groceries;2024-12-31;December;15011;spending;paid_out;bank_E;bank_E;0.32;0.12;1;bank_E;0.9;0.0;;;0;31;4.461238324197369e-08;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;3.651386332825003e-10;0.0012369370830047678;0.003310541933414682;0.0051;0.0;-0.0;-0.0;-0.0;0.0
374;361341;475578;Home Improvement - Hardware Store;72.96;Home Improvement;2024-12-31;December;15011;spending;paid_out;bank_C;bank_E;0.54;0.62;1;bank_E;0.9;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;1.1059120955511165e-08;0.0005317143595208686;6.161714436642193e-10;0.0063908415955246335;0.003310541933414682;0.0102;0.0;-0.0;0.0;0.0;0.0
375;361342;475579;Online Shopping - Amazon;76.71;Online Shopping;2024-12-31;December;15024;spending;paid_out;bank_E;bank_A;0.58;0.16;1;bank_A;0.3;0.0;;;1;31;1.5635019273921968e-09;1.4582620672969162e-09;4.974510226048939e-09;0.0005317143595208686;6.618137728245317e-10;0.001649249444006357;0.0011035139778048939;0.0033;0.0;-0.0;0.0;0.0;0.0
376;361343;475581;Fast Food - Lunch Combo;13.41;Dining Out;2024-12-31;December;15026;spending;paid_out;bank_E;bank_B;0.17;0.33;1;bank_B;0.52;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;1.9397989893132828e-10;0.0034015769782631115;0.001912757561528483;0.0058;0.0;-0.0;0.0;0.0;0.0
377;361344;475582;Kohl's - Department Store Purchase;65.88;Shopping;2024-12-31;December;15026;spending;paid_out;bank_D;bank_B;0.36;0.47;1;bank_B;0.52;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;0.02643742096421169;0.0005317143595208686;4.107809624428128e-10;0.004844670241768673;0.001912757561528483;0.0337;1.0;1.0;0.0;0.0;-0.0
378;361345;475583;Walmart Grocery;63.19;Groceries;2024-12-31;December;15026;spending;paid_out;bank_E;bank_B;0.49;0.17;1;bank_B;0.52;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.591185322138286e-10;0.0017523275342567546;0.001912757561528483;0.0042;0.0;-0.0;0.0;0.0;0.0
379;361346;475584;Festival Foods;41.39;Groceries;2024-12-31;December;15026;spending;paid_out;bank_A;bank_B;0.35;0.26;1;bank_B;0.52;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;3.9937038015273463e-10;0.0026800303465103303;0.001912757561528483;0.0051;0.0;-0.0;0.0;0.0;0.0
380;361347;475585;Credit Card Payment - Mastercard **** 5678;121.81;Credit Card Payment;2024-12-31;December;15051;spending;paid_out;bank_C;bank_C;0.7;0.12;2;bank_C;0.22;0.0;;;0;31;2.77250156908173e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;7.987407603054693e-10;0.0012369370830047678;0.000809243583723589;0.0026;0.0;-0.0;-0.0;-0.0;0.0
381;361348;475586;Investing with Trading 212 ;106.35;Investment;2024-12-31;December;15051;spending;paid_out;bank_A;bank_C;0.47;0.57;2;bank_C;0.22;0.0;;;1;31;2.77250156908173e-09;1.948926352415131e-09;0.023233646587505576;0.0005317143595208686;5.362973676336723e-10;0.005875451144272646;0.000809243583723589;0.0305;1.0;1.0;0.0;0.0;-0.0
382;361349;475587;Transfer to Emergency Fund;200.11;Transfers;2024-12-31;December;15051;spending;paid_out;bank_E;bank_C;0.63;0.54;3;bank_C;0.22;0.0;;;1;31;2.77250156908173e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;7.188666842749225e-10;0.005566216873521455;0.000809243583723589;0.0069;0.0;-0.0;0.0;0.0;0.0
383;361350;475589;Transfer to Vacation Fund;344.53;Transfers;2024-12-31;December;15051;spending;paid_out;bank_A;bank_C;0.54;0.66;3;bank_C;0.22;0.0;;;1;31;2.77250156908173e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;6.161714436642193e-10;0.006803153956526223;0.000809243583723589;0.0081;0.0;-0.0;0.0;0.0;0.0
384;361351;475590;Beauty products from Sallys;19.91;Personal care;2024-12-31;December;15055;spending;paid_out;bank_D;bank_C;0.35;0.11;1;bank_C;0.26;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;3.346816383700704e-08;0.0005317143595208686;3.9937038015273463e-10;0.0011338589927543704;0.0009563787807642415;0.0026;0.0;-0.0;0.0;0.0;0.0
385;361352;475591;Plastic Surgery Center - Cosmetic Procedure;290.28;Healthcare;2024-12-31;December;15085;spending;paid_out;bank_A;bank_E;0.62;0.28;3;bank_E;0.4;0.0;;;1;31;4.461238324197369e-08;2.1626832798048924e-09;0.0034360632906041853;0.0005317143595208686;7.074561019848442e-10;0.002886186527011125;0.0014713519704065254;0.0083;0.0;-0.0;0.0;0.0;0.0
386;361353;475593;Asda;54.89;Groceries;2024-12-31;December;15085;spending;paid_out;bank_D;bank_E;0.32;0.19;1;bank_E;0.4;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;3.651386332825003e-10;0.001958483714757549;0.0014713519704065254;0.004;0.0;-0.0;0.0;0.0;0.0
387;361354;475594;Restaurant Lunch - Business Meeting;74.33;Dining Out;2024-12-31;December;15085;spending;paid_out;bank_C;bank_E;0.55;0.15;1;bank_E;0.4;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;6.275820259542974e-10;0.0015461713537559597;0.0014713519704065254;0.0035;0.0;-0.0;0.0;0.0;0.0
388;361355;475595;Online purchase - Waterstones ;17.71;Personal care;2024-12-31;December;15099;spending;paid_out;bank_E;bank_D;0.25;0.24;1;bank_D;0.46;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;3.346816383700704e-08;0.0005317143595208686;2.8526455725195334e-10;0.0024738741660095356;0.0016920547659675042;0.0047;0.0;-0.0;0.0;0.0;0.0
389;361356;475596;Credit Card Payment - Discover **** 9012;134.92;Credit Card Payment;2024-12-31;December;15099;spending;paid_out;bank_C;bank_D;0.43;0.35;2;bank_D;0.46;0.0;;;1;31;4.011498757672601e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;4.906550384733598e-10;0.003607733158763906;0.0016920547659675042;0.0058;0.0;-0.0;0.0;0.0;0.0
390;361357;475597;Home Improvement - Hardware Store;109.09;Home Improvement;2024-12-31;December;15099;spending;paid_out;bank_A;bank_D;0.59;0.5;2;bank_D;0.46;0.0;;;1;31;4.011498757672601e-09;1.948926352415131e-09;1.1059120955511165e-08;0.0005317143595208686;6.732243551146098e-10;0.005153904512519866;0.0016920547659675042;0.0074;0.0;-0.0;0.0;0.0;0.0
391;361358;475598;Coffee Shop - Morning Espresso;3.18;Dining Out;2024-12-31;December;15099;spending;paid_out;bank_C;bank_D;0.11;0.33;1;bank_D;0.46;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;1.2551640519085948e-10;0.0034015769782631115;0.0016920547659675042;0.0056;0.0;-0.0;0.0;0.0;0.0
392;361359;475599;Electronics Store - Gadget Purchase;231.97;Electronics;2024-12-31;December;15117;spending;paid_out;bank_C;bank_A;0.68;0.66;3;bank_A;0.6;0.0;;;1;31;1.5635019273921968e-09;2.1626832798048924e-09;0.048274458677350085;0.0005317143595208686;7.759195957253131e-10;0.006803153956526223;0.0022070279556097878;0.0578;1.0;1.0;0.0;0.0;-0.0
393;361360;475600;Beauty products from Sallys;17.88;Personal care;2024-12-31;December;15117;spending;paid_out;bank_A;bank_A;0.33;0.41;1;bank_A;0.6;0.0;;;0;31;1.5635019273921968e-09;1.4582620672969162e-09;3.346816383700704e-08;0.0005317143595208686;3.7654921557257843e-10;0.00422620170026629;0.0022070279556097878;0.007;0.0;-0.0;-0.0;-0.0;0.0
394;361361;475601;Monthly Account Maintenance Fee;7.53;Bank Fees;2024-12-31;December;15143;spending;paid_out;bank_D;bank_B;0.31;0.58;1;bank_B;0.44;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;0.00845497589725443;0.0005317143595208686;3.537280509924221e-10;0.005978529234523044;0.001618487167447178;0.0166;0.0;-0.0;0.0;0.0;0.0
395;361362;475602;Cinemacity;20.45;Entertainment;2024-12-31;December;15167;spending;paid_out;bank_A;bank_C;0.25;0.59;1;bank_C;0.5;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;0.023290360665590794;0.0005317143595208686;2.8526455725195334e-10;0.006081607324773442;0.0018391899630081567;0.0317;1.0;-0.0;0.0;0.0;0.0
396;361363;475603;Smith's Food and Drug;51.42;Groceries;2024-12-31;December;15167;spending;paid_out;bank_E;bank_C;0.47;0.29;1;bank_C;0.5;0.0;;;1;31;2.77250156908173e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.362973676336723e-10;0.002989264617261522;0.0018391899630081567;0.0054;0.0;-0.0;0.0;0.0;0.0
397;361364;475606;PacSun - Teen Fashion;42.8;Shopping;2024-12-31;December;15242;spending;paid_out;bank_D;bank_B;0.35;0.25;1;bank_B;0.21;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;0.02643742096421169;0.0005317143595208686;3.9937038015273463e-10;0.002576952256259933;0.0007724597844634258;0.0303;1.0;1.0;0.0;0.0;-0.0
398;361365;475607;Coffee Shop - Morning Brew;4.3;Dining Out;2024-12-31;December;15269;spending;paid_out;bank_B;bank_B;0.34;0.66;1;bank_B;0.48;0.0;;;0;31;3.340206885552361e-09;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;3.8795979786265656e-10;0.006803153956526223;0.0017656223644878304;0.0091;0.0;-0.0;-0.0;-0.0;0.0
399;361366;475608;Online Retailer - Electronics Purchase;196.74;Online Shopping;2024-12-31;December;15269;spending;paid_out;bank_E;bank_B;0.68;0.38;3;bank_B;0.48;0.0;;;1;31;3.340206885552361e-09;2.1626832798048924e-09;4.974510226048939e-09;0.0005317143595208686;7.759195957253131e-10;0.003916967429515098;0.0017656223644878304;0.0062;0.0;-0.0;0.0;0.0;0.0
400;361367;475609;Decathlon - Sportswear Shopping;59.28;Shopping;2024-12-31;December;15269;spending;paid_out;bank_E;bank_B;0.36;0.27;1;bank_B;0.48;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;0.02643742096421169;0.0005317143595208686;4.107809624428128e-10;0.0027831084367607277;0.0017656223644878304;0.0315;1.0;1.0;0.0;0.0;-0.0
401;361368;475613;Meijer;48.66;Groceries;2024-12-31;December;15289;spending;paid_out;bank_A;bank_B;0.46;0.43;1;bank_B;0.72;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.248867853435942e-10;0.004432357880767085;0.0026484335467317453;0.0076;0.0;-0.0;0.0;0.0;0.0
402;361369;475614;Police Admin Fees;69.25;Utilities;2024-12-31;December;15289;spending;paid_out;bank_A;bank_B;0.43;0.5;1;bank_B;0.72;1.0;Impersonation;1074022.0;1;31;3.340206885552361e-09;1.4582620672969162e-09;0.023542780806501303;0.0005317143595208686;4.906550384733598e-10;0.005153904512519866;0.0026484335467317453;0.0319;1.0;1.0;0.0;0.0;69.25
403;361370;475615;Grocery Store - Fresh Produce;40.87;Groceries;2024-12-31;December;15289;spending;paid_out;bank_C;bank_B;0.26;0.52;1;bank_B;0.72;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;2.9667513954203147e-10;0.005360060693020661;0.0026484335467317453;0.0085;0.0;-0.0;0.0;0.0;0.0
404;361371;475616;Online Shopping - Electronics;141.4;Online Shopping;2024-12-31;December;15289;spending;paid_out;bank_C;bank_B;0.5;0.49;2;bank_B;0.72;0.0;;;1;31;3.340206885552361e-09;1.948926352415131e-09;4.974510226048939e-09;0.0005317143595208686;5.705291145039067e-10;0.005050826422269468;0.0026484335467317453;0.0082;0.0;-0.0;0.0;0.0;0.0
405;361372;475618;Car Loan Payment - Auto Finance Inc.;301.42;Loan Payment;2024-12-31;December;15364;spending;paid_out;bank_D;bank_E;0.63;0.4;3;bank_E;0.42;0.0;;;1;31;4.461238324197369e-08;2.1626832798048924e-09;0.0014869299935781682;0.0005317143595208686;7.188666842749225e-10;0.004123123610015893;0.0015449195689268517;0.0077;0.0;-0.0;0.0;0.0;0.0
406;361373;475619;Credit Card Payment - American Express **** 5678;155.17;Credit Card Payment;2024-12-31;December;15364;spending;paid_out;bank_A;bank_E;0.41;0.32;2;bank_E;0.42;0.0;;;1;31;4.461238324197369e-08;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;4.678338738932034e-10;0.003298498888012714;0.0015449195689268517;0.0054;0.0;-0.0;0.0;0.0;0.0
407;361374;475620;Harris Teeter;48.99;Groceries;2024-12-31;December;15432;spending;paid_out;bank_B;bank_E;0.44;0.62;1;bank_E;0.63;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.020656207634379e-10;0.0063908415955246335;0.0023173793533902776;0.0092;0.0;-0.0;0.0;0.0;0.0
408;361375;475621;Online purchase - Waterstones ;17.22;Personal care;2024-12-31;December;15432;spending;paid_out;bank_D;bank_E;0.29;0.34;1;bank_E;0.63;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;3.346816383700704e-08;0.0005317143595208686;3.3090688641226586e-10;0.0035046550685135093;0.0023173793533902776;0.0064;0.0;-0.0;0.0;0.0;0.0
409;361376;475622;Credit Card Payment - American Express **** 5678;175.56;Credit Card Payment;2024-12-31;December;15488;spending;paid_out;bank_D;bank_E;0.7;0.57;3;bank_E;0.75;0.0;;;1;31;4.461238324197369e-08;2.1626832798048924e-09;4.158424766910558e-09;0.0005317143595208686;7.987407603054693e-10;0.005875451144272646;0.002758784944512235;0.0092;0.0;-0.0;0.0;0.0;0.0
410;361377;475623;Kmart Super Centers;48.83;Groceries;2024-12-31;December;15488;spending;paid_out;bank_D;bank_E;0.43;0.46;1;bank_E;0.75;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;4.906550384733598e-10;0.004741592151518276;0.002758784944512235;0.008;0.0;-0.0;0.0;0.0;0.0
411;361378;475624;Hotel Reservation - Travel Website;65.7;Holiday;2024-12-31;December;15488;spending;paid_out;bank_D;bank_E;0.32;0.55;1;bank_E;0.75;1.0;Purchase;7284140.0;1;31;4.461238324197369e-08;1.4582620672969162e-09;0.09441163101815048;0.0005317143595208686;3.651386332825003e-10;0.005669294963771853;0.002758784944512235;0.1034;1.0;1.0;0.0;0.0;65.7
412;361379;475625;Transfer to Emergency Fund;147.79;Transfers;2024-12-31;December;15498;spending;paid_out;bank_E;bank_D;0.56;0.32;2;bank_D;0.42;0.0;;;1;31;4.011498757672601e-09;1.948926352415131e-09;8.76103921326134e-08;0.0005317143595208686;6.389926082443756e-10;0.003298498888012714;0.0015449195689268517;0.0054;0.0;-0.0;0.0;0.0;0.0
413;361380;475626;Credit Card Payment - Discover **** 9012;121.28;Credit Card Payment;2024-12-31;December;15498;spending;paid_out;bank_E;bank_D;0.62;0.28;2;bank_D;0.42;0.0;;;1;31;4.011498757672601e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;7.074561019848442e-10;0.002886186527011125;0.0015449195689268517;0.005;0.0;-0.0;0.0;0.0;0.0
414;361381;475627;Personal care shoping - Body Shop;16.78;Personal care;2024-12-31;December;15509;spending;paid_out;bank_D;bank_A;0.39;0.1;1;bank_A;0.69;0.0;;;1;31;1.5635019273921968e-09;1.4582620672969162e-09;3.346816383700704e-08;0.0005317143595208686;4.450127093130472e-10;0.0010307809025039733;0.002538082148951256;0.0041;0.0;-0.0;0.0;0.0;0.0
415;361382;475629;Gas Station - Fuel Purchase;42.67;Transportation;2024-12-31;December;15509;spending;paid_out;bank_D;bank_A;0.35;0.38;1;bank_A;0.69;0.0;;;1;31;1.5635019273921968e-09;1.4582620672969162e-09;6.67111450066398e-09;0.0005317143595208686;3.9937038015273463e-10;0.003916967429515098;0.002538082148951256;0.007;0.0;-0.0;0.0;0.0;0.0
416;361383;475630;Home Improvement Store - DIY Supplies;54.27;Home Improvement;2024-12-31;December;15514;spending;paid_out;bank_A;bank_A;0.45;0.13;1;bank_A;0.39;0.0;;;0;31;1.5635019273921968e-09;1.4582620672969162e-09;1.1059120955511165e-08;0.0005317143595208686;5.13476203053516e-10;0.0013400151732551652;0.0014345681711463623;0.0033;0.0;-0.0;-0.0;-0.0;0.0
417;361384;475632;Aldo - Affordable Footwear;34.49;Shopping;2024-12-31;December;15514;spending;paid_out;bank_E;bank_A;0.3;0.28;1;bank_A;0.39;0.0;;;1;31;1.5635019273921968e-09;1.4582620672969162e-09;0.02643742096421169;0.0005317143595208686;3.42317468702344e-10;0.002886186527011125;0.0014345681711463623;0.0313;1.0;1.0;0.0;0.0;-0.0
418;361385;475633;BJ's Wholesale Club;73.07;Groceries;2024-12-31;December;15514;spending;paid_out;bank_D;bank_A;0.48;0.6;1;bank_A;0.39;0.0;;;1;31;1.5635019273921968e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;5.477079499237504e-10;0.006184685415023839;0.0014345681711463623;0.0082;0.0;-0.0;0.0;0.0;0.0
419;361386;475635;Home Improvement - Hardware Store;86.74;Home Improvement;2024-12-31;December;15519;spending;paid_out;bank_A;bank_E;0.47;0.24;2;bank_E;0.29;0.0;;;1;31;4.461238324197369e-08;1.948926352415131e-09;1.1059120955511165e-08;0.0005317143595208686;5.362973676336723e-10;0.0024738741660095356;0.0010667301785447308;0.0041;0.0;-0.0;0.0;0.0;0.0
420;361387;475636;Coffee Shop - Afternoon Pick-Me-Up;5.08;Dining Out;2024-12-31;December;15522;spending;paid_out;bank_C;bank_B;0.11;0.66;1;bank_B;0.59;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;1.2551640519085948e-10;0.006803153956526223;0.0021702441563496246;0.0095;0.0;-0.0;0.0;0.0;0.0
421;361388;475637;Transfer to Emergency Fund;191.9;Transfers;2024-12-31;December;15522;spending;paid_out;bank_D;bank_B;0.57;0.27;3;bank_B;0.59;0.0;;;1;31;3.340206885552361e-09;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;6.504031905344536e-10;0.0027831084367607277;0.0021702441563496246;0.0055;0.0;-0.0;0.0;0.0;0.0
422;361389;475638;Transfer to Investment Account;405.48;Transfers;2024-12-31;December;15604;spending;paid_out;bank_B;bank_E;0.63;0.52;3;bank_E;0.49;0.0;;;1;31;4.461238324197369e-08;2.1626832798048924e-09;8.76103921326134e-08;0.0005317143595208686;7.188666842749225e-10;0.005360060693020661;0.0018024061637479936;0.0077;0.0;-0.0;0.0;0.0;0.0
423;361390;475639;Personal care shoping - Body Shop;14.13;Personal care;2024-12-31;December;15604;spending;paid_out;bank_D;bank_E;0.31;0.58;1;bank_E;0.49;0.0;;;1;31;4.461238324197369e-08;1.4582620672969162e-09;3.346816383700704e-08;0.0005317143595208686;3.537280509924221e-10;0.005978529234523044;0.0018024061637479936;0.0083;0.0;-0.0;0.0;0.0;0.0
424;361391;475640;Marks & Spencer;58.95;Groceries;2024-12-31;December;15635;spending;paid_out;bank_C;bank_C;0.31;0.17;1;bank_C;0.61;0.0;;;0;31;2.77250156908173e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;3.537280509924221e-10;0.0017523275342567546;0.002243811754869951;0.0045;0.0;-0.0;-0.0;-0.0;0.0
425;361392;475641;Saga Holidays;770.93;Holiday;2024-12-31;December;15635;spending;paid_out;bank_D;bank_C;0.57;0.36;3;bank_C;0.61;0.0;;;1;31;2.77250156908173e-09;2.1626832798048924e-09;0.09441163101815048;0.0005317143595208686;6.504031905344536e-10;0.003710811249014303;0.002243811754869951;0.1009;1.0;1.0;0.0;0.0;-0.0
426;361393;475642;Transfer to Emergency Fund;157.03;Transfers;2024-12-31;December;15635;spending;paid_out;bank_B;bank_C;0.56;0.37;2;bank_C;0.61;0.0;;;1;31;2.77250156908173e-09;1.948926352415131e-09;8.76103921326134e-08;0.0005317143595208686;6.389926082443756e-10;0.0038138893392647005;0.002243811754869951;0.0066;0.0;-0.0;0.0;0.0;0.0
427;361394;475644;SuperValu;36.17;Groceries;2024-12-31;December;15649;spending;paid_out;bank_C;bank_D;0.19;0.67;1;bank_D;0.39;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;2.1680106351148454e-10;0.006906232046776621;0.0014345681711463623;0.0089;0.0;-0.0;0.0;0.0;0.0
428;361395;475645;HEB Grocery;57.91;Groceries;2024-12-31;December;15649;spending;paid_out;bank_A;bank_D;0.59;0.22;1;bank_D;0.39;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;1.7470791163980312e-09;0.0005317143595208686;6.732243551146098e-10;0.002267717985508741;0.0014345681711463623;0.0042;0.0;-0.0;0.0;0.0;0.0
429;361396;475646;Home Improvement - Hardware Store;73.04;Home Improvement;2024-12-31;December;15649;spending;paid_out;bank_A;bank_D;0.45;0.34;1;bank_D;0.39;0.0;;;1;31;4.011498757672601e-09;1.4582620672969162e-09;1.1059120955511165e-08;0.0005317143595208686;5.13476203053516e-10;0.0035046550685135093;0.0014345681711463623;0.0055;0.0;-0.0;0.0;0.0;0.0
430;361397;475647;Electronic books purchase - Manning Books ;13.32;Personal care;2024-12-31;December;15679;spending;paid_out;bank_B;bank_B;0.3;0.15;1;bank_B;0.33;0.0;;;0;31;3.340206885552361e-09;1.4582620672969162e-09;3.346816383700704e-08;0.0005317143595208686;3.42317468702344e-10;0.0015461713537559597;0.0012138653755853835;0.0033;0.0;-0.0;-0.0;-0.0;0.0
431;361398;475648;Charitable Donation - Red Cross;51.2;Charity;2024-12-31;December;15679;spending;paid_out;bank_E;bank_B;0.32;0.13;1;bank_B;0.33;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;2.665725981744802e-06;0.0005317143595208686;3.651386332825003e-10;0.0013400151732551652;0.0012138653755853835;0.0031;0.0;-0.0;0.0;0.0;0.0
432;361399;475649;Fast Food - Lunch Combo;11.06;Dining Out;2024-12-31;December;15679;spending;paid_out;bank_A;bank_B;0.38;0.41;1;bank_B;0.33;0.0;;;1;31;3.340206885552361e-09;1.4582620672969162e-09;3.853158937934411e-09;0.0005317143595208686;4.336021270229691e-10;0.00422620170026629;0.0012138653755853835;0.006;0.0;-0.0;0.0;0.0;0.0
433;361400;475651;Online Shopping - Electronics;156.09;Online Shopping;2024-12-31;December;15679;spending;paid_out;bank_B;bank_B;0.46;0.33;2;bank_B;0.33;0.0;;;0;31;3.340206885552361e-09;1.948926352415131e-09;4.974510226048939e-09;0.0005317143595208686;5.248867853435942e-10;0.0034015769782631115;0.0012138653755853835;0.0051;0.0;-0.0;-0.0;-0.0;0.0
434;361401;475652;Credit Card Payment - Mastercard **** 5678;134.55;Credit Card Payment;2024-12-31;December;15679;spending;paid_out;bank_A;bank_B;0.43;0.23;2;bank_B;0.33;0.0;;;1;31;3.340206885552361e-09;1.948926352415131e-09;4.158424766910558e-09;0.0005317143595208686;4.906550384733598e-10;0.002370796075759138;0.0012138653755853835;0.0041;0.0;-0.0;0.0;0.0;0.0
